text,intent
My monitor won't charge,technical_support
Where is my order?,order_status
Can I get your newsletter?,general_inquiry
When will my laptop arrive?,order_status
Is the camera waterproof?,product_inquiry
Can I pick up in store?,shipping_delivery
I don't recognize this charge,account_billing
Can I get an invoice?,account_billing
The NFC isn't working,technical_support
Can I get an invoice?,account_billing
My camera won't turn on,technical_support
Can I update my payment method?,account_billing
How long until delivery?,order_status
Is my monitor on the way?,order_status
I was charged twice,account_billing
Where is my order?,order_status
What's the fastest shipping?,shipping_delivery
Can I get an invoice?,account_billing
I'm getting an error on my keyboard,technical_support
How do I create an account?,general_inquiry
How do I cancel my subscription?,account_billing
What's the price of the monitor?,product_inquiry
I need a receipt,account_billing
When was my package sent?,order_status
What's your return policy?,returns_refunds
Tell me about the speaker features,product_inquiry
Do you ship internationally?,shipping_delivery
How do I update my credit card?,account_billing
Tell me about the camera features,product_inquiry
Do you have a mobile app?,general_inquiry
Is there free shipping?,shipping_delivery
What colors does the smartphone come in?,product_inquiry
